CODIGO  ;DESCRICAO DO INSUMO;UNIDADE DE MEDIDA;PRECO MEDIANO R$
10835;JOELHO PVC, COM BOLSA E ANEL, 90 GRAUS, DN 40 X *38* MM, SERIE NORMAL, PARA ESGOTO PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                ;UN    ;5,70
3475;"JOELHO PVC, ROSCAVEL, 45 GRAUS, 1/2"", COR BRANCA, PARA AGUA FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                  ";UN    ;4,52
3485;"JOELHO PVC, ROSCAVEL, 45 GRAUS, 1"", COR BRANCA, PARA AGUA FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                    ";UN    ;12,51
3534;"JOELHO PVC, ROSCAVEL, 45 GRAUS, 3/4"", COR BRANCA, PARA AGUA FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                  ";UN    ;7,17
3543;"JOELHO PVC, ROSCAVEL, 90 GRAUS, 1/2"", COR BRANCA, PARA AGUA FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                  ";UN    ;1,66
3482;"JOELHO PVC, ROSCAVEL, 90 GRAUS, 1"", COR BRANCA, PARA AGUA FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                    ";UN    ;5,13
3505;"JOELHO PVC, ROSCAVEL, 90 GRAUS, 3/4"", COR BRANCA, PARA AGUA FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                  ";UN    ;2,47
3521;"JOELHO PVC, SOLDAVEL COM ROSCA, 90 GRAUS, 20 MM X 1/2"", COR MARROM, PARA AGUA FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                ";UN    ;1,86
3531;"JOELHO PVC, SOLDAVEL COM ROSCA, 90 GRAUS, 25 MM X 1/2"", COR MARROM, PARA AGUA FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                ";UN    ;3,55
3522;"JOELHO PVC, SOLDAVEL COM ROSCA, 90 GRAUS, 25 MM X 3/4"", COR MARROM, PARA AGUA FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                ";UN    ;2,29
3527;"JOELHO PVC, SOLDAVEL COM ROSCA, 90 GRAUS, 32 MM X 3/4"", COR MARROM, PARA AGUA FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                ";UN    ;12,05
3516;JOELHO PVC, SOLDAVEL, BB, 45 GRAUS, DN 40 MM, PARA ESGOTO PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                         ;UN    ;2,35
3517;JOELHO PVC, SOLDAVEL, BB, 90 GRAUS, SEM ANEL, DN 40 MM, PARA ESGOTO PREDIAL SECUNDARIO                                                                                                                                                                                                                                                                                                                                                                                                                    ;UN    ;2,12
3515;"JOELHO PVC, SOLDAVEL, COM BUCHA DE LATAO, 90 GRAUS, 20 MM X 1/2"", PARA AGUA FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                  ";UN    ;6,15
20147;"JOELHO PVC, SOLDAVEL, COM BUCHA DE LATAO, 90 GRAUS, 25 MM X 1/2"", PARA AGUA FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                  ";UN    ;5,05
3524;"JOELHO PVC, SOLDAVEL, COM BUCHA DE LATAO, 90 GRAUS, 25 MM X 3/4"", PARA AGUA FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                  ";UN    ;7,61
3532;"JOELHO PVC, SOLDAVEL, COM BUCHA DE LATAO, 90 GRAUS, 32 MM X 3/4"", PARA AGUA FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                  ";UN    ;17,58
3528;JOELHO PVC, SOLDAVEL, PB, 45 GRAUS, DN 100 MM, PARA ESGOTO PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                        ;UN    ;9,20
37952;JOELHO PVC, SOLDAVEL, PB, 45 GRAUS, DN 150 MM, PARA ESGOTO PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                        ;UN    ;65,94
37951;JOELHO PVC, SOLDAVEL, PB, 45 GRAUS, DN 40 MM, PARA ESGOTO PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                         ;UN    ;2,48
3518;JOELHO PVC, SOLDAVEL, PB, 45 GRAUS, DN 50 MM, PARA ESGOTO PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                         ;UN    ;3,81
3519;JOELHO PVC, SOLDAVEL, PB, 45 GRAUS, DN 75 MM, PARA ESGOTO PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                         ;UN    ;7,98
3520;JOELHO PVC, SOLDAVEL, PB, 90 GRAUS, DN 100 MM, PARA ESGOTO PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                        ;UN    ;8,36
37950;JOELHO PVC, SOLDAVEL, PB, 90 GRAUS, DN 150 MM, PARA ESGOTO PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                        ;UN    ;60,71
37949;JOELHO PVC, SOLDAVEL, PB, 90 GRAUS, DN 40 MM, PARA ESGOTO PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                         ;UN    ;2,24
3526;JOELHO PVC, SOLDAVEL, PB, 90 GRAUS, DN 50 MM, PARA ESGOTO PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                         ;UN    ;3,08
3509;JOELHO PVC, SOLDAVEL, PB, 90 GRAUS, DN 75 MM, PARA ESGOTO PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                         ;UN    ;7,00
3530;JOELHO PVC, SOLDAVEL, 90 GRAUS, 110 MM, COR MARROM, PARA AGUA FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                ;UN    ;195,21
3542;JOELHO PVC, SOLDAVEL, 90 GRAUS, 20 MM, COR MARROM, PARA AGUA FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                 ;UN    ;0,56
3529;JOELHO PVC, SOLDAVEL, 90 GRAUS, 25 MM, COR MARROM, PARA AGUA FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                 ;UN    ;0,69
3536;JOELHO PVC, SOLDAVEL, 90 GRAUS, 32 MM, COR MARROM, PARA AGUA FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                 ;UN    ;2,29
3535;JOELHO PVC, SOLDAVEL, 90 GRAUS, 40 MM, COR MARROM, PARA AGUA FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                 ;UN    ;5,57
3540;JOELHO PVC, SOLDAVEL, 90 GRAUS, 50 MM, COR MARROM, PARA AGUA FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                 ;UN    ;4,71
3539;JOELHO PVC, SOLDAVEL, 90 GRAUS, 60 MM, COR MARROM, PARA AGUA FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                 ;UN    ;27,32
3513;JOELHO PVC, SOLDAVEL, 90 GRAUS, 85 MM, COR MARROM, PARA AGUA FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                 ;UN    ;96,34
3510;"JOELHO PVC, 90 GRAUS, ROSCAVEL, 1 1/4"", COR BRANCA, AGUA FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                     ";UN    ;11,90
38913;JOELHO/COTOVELO 90 GRAUS, METALICO, PARA CONEXAO COM ANEL DESLIZANTE, DN 16 MM, EM TUBO PEX PARA INST. AGUA QUENTE/FRIA                                                                                                                                                                                                                                                                                                                                                                                   ;UN    ;10,78
38914;JOELHO/COTOVELO 90 GRAUS, METALICO, PARA CONEXAO COM ANEL DESLIZANTE, DN 20 MM, EM TUBO PEX PARA INST. AGUA QUENTE/FRIA                                                                                                                                                                                                                                                                                                                                                                                   ;UN    ;13,23
38915;JOELHO/COTOVELO 90 GRAUS, METALICO, PARA CONEXAO COM ANEL DESLIZANTE, DN 25 MM, EM TUBO PEX PARA INST. AGUA QUENTE/FRIA                                                                                                                                                                                                                                                                                                                                                                                   ;UN    ;25,50
38916;JOELHO/COTOVELO 90 GRAUS, METALICO, PARA CONEXAO COM ANEL DESLIZANTE, DN 32 MM, EM TUBO PEX PARA INST. AGUA QUENTE/FRIA                                                                                                                                                                                                                                                                                                                                                                                   ;UN    ;35,30
39300;JOELHO/COTOVELO 90 GRAUS, PLASTICO, PARA CONEXAO COM CRIMPAGEM, DN 16 MM, EM TUBO PEX PARA INST. AGUA QUENTE/FRIA                                                                                                                                                                                                                                                                                                                                                                                         ;UN    ;9,62
39301;JOELHO/COTOVELO 90 GRAUS, PLASTICO, PARA CONEXAO COM CRIMPAGEM, DN 20 MM, EM TUBO PEX PARA INST. AGUA QUENTE/FRIA                                                                                                                                                                                                                                                                                                                                                                                         ;UN    ;12,89
39302;JOELHO/COTOVELO 90 GRAUS, PLASTICO, PARA CONEXAO COM CRIMPAGEM, DN 25 MM, EM TUBO PEX PARA INST. AGUA QUENTE/FRIA                                                                                                                                                                                                                                                                                                                                                                                         ;UN    ;23,42
38941;"JOELHO/COTOVELO 90 GRAUS, ROSCA FEMEA MOVEL, METALICO, PARA CONEXAO COM ANEL DESLIZANTE, DN 20 MM X 3/4"", EM TUBO PEX PARA INST. AGUA QUENTE/FRIA                                                                                                                                                                                                                                                                                                                                                         ";UN    ;17,39
38923;"JOELHO/COTOVELO 90 GRAUS, ROSCA FEMEA TERMINAL, METALICO, PARA CONEXAO COM ANEL DESLIZANTE, DN 16 MM X 1/2"", EM TUBO PEX PARA INST. AGUA QUENTE/FRIA                                                                                                                                                                                                                                                                                                                                                      ";UN    ;11,53
38925;"JOELHO/COTOVELO 90 GRAUS, ROSCA FEMEA TERMINAL, METALICO, PARA CONEXAO COM ANEL DESLIZANTE, DN 20 MM X 1/2"", EM TUBO PEX PARA INST. AGUA QUENTE/FRIA                                                                                                                                                                                                                                                                                                                                                      ";UN    ;13,38
38926;"JOELHO/COTOVELO 90 GRAUS, ROSCA FEMEA TERMINAL, METALICO, PARA CONEXAO COM ANEL DESLIZANTE, DN 20 MM X 3/4"", EM TUBO PEX PARA INST. AGUA QUENTE/FRIA                                                                                                                                                                                                                                                                                                                                                      ";UN    ;15,87
38927;"JOELHO/COTOVELO 90 GRAUS, ROSCA FEMEA TERMINAL, METALICO, PARA CONEXAO COM ANEL DESLIZANTE, DN 25 MM X 3/4"", EM TUBO PEX PARA INST. AGUA QUENTE/FRIA                                                                                                                                                                                                                                                                                                                                                      ";UN    ;20,05
39304;"JOELHO/COTOVELO 90 GRAUS, ROSCA FEMEA TERMINAL, PLASTICO, PARA CONEXAO COM CRIMPAGEM, DN 16 MM X 1/2"", EM TUBO PEX PARA INST. AGUA QUENTE/FRIA                                                                                                                                                                                                                                                                                                                                                            ";UN    ;11,39
39305;"JOELHO/COTOVELO 90 GRAUS, ROSCA FEMEA TERMINAL, PLASTICO, PARA CONEXAO COM CRIMPAGEM, DN 20 MM X 1/2"", EM TUBO PEX PARA INST. AGUA QUENTE/FRIA                                                                                                                                                                                                                                                                                                                                                            ";UN    ;12,49
39306;"JOELHO/COTOVELO 90 GRAUS, ROSCA FEMEA TERMINAL, PLASTICO, PARA CONEXAO COM CRIMPAGEM, DN 20 MM X 3/4"", EM TUBO PEX PARA INST. AGUA QUENTE/FRIA                                                                                                                                                                                                                                                                                                                                                            ";UN    ;16,79
38928;"JOELHO/COTOVELO 90 GRAUS, ROSCA FEMEA TERMINAL, PLASTICO, PARA CONEXAO COM CRIMPAGEM, DN 25 MM X 1/2"", EM TUBO PEX PARA INST. AGUA QUENTE/FRIA                                                                                                                                                                                                                                                                                                                                                            ";UN    ;22,19
38917;"JOELHO/COTOVELO 90 GRAUS, ROSCA FEMEA, COM BASE FIXA, METALICO, PARA CONEXAO COM ANEL DESLIZANTE, DN 16 MM X 1/2"", EM TUBO PEX PARA INST. AGUA QUENTE/FRIA                                                                                                                                                                                                                                                                                                                                                ";UN    ;12,40
38919;"JOELHO/COTOVELO 90 GRAUS, ROSCA FEMEA, COM BASE FIXA, METALICO, PARA CONEXAO COM ANEL DESLIZANTE, DN 20 MM X 1/2"", EM TUBO PEX PARA INST. AGUA QUENTE/FRIA                                                                                                                                                                                                                                                                                                                                                ";UN    ;14,56
38922;"JOELHO/COTOVELO 90 GRAUS, ROSCA FEMEA, COM BASE FIXA, METALICO, PARA CONEXAO COM ANEL DESLIZANTE, DN 25 MM X 3/4"", EM TUBO PEX PARA INST. AGUA QUENTE/FRIA                                                                                                                                                                                                                                                                                                                                                ";UN    ;19,53
20151;JOELHO, PVC SERIE R, 45 GRAUS, DN 100 MM, PARA ESGOTO PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                             ;UN    ;20,56
20152;JOELHO, PVC SERIE R, 45 GRAUS, DN 150 MM, PARA ESGOTO PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                             ;UN    ;74,41
20148;JOELHO, PVC SERIE R, 45 GRAUS, DN 40 MM, PARA ESGOTO PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                              ;UN    ;4,04
20149;JOELHO, PVC SERIE R, 45 GRAUS, DN 50 MM, PARA ESGOTO PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                              ;UN    ;6,75
20150;JOELHO, PVC SERIE R, 45 GRAUS, DN 75 MM, PARA ESGOTO PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                              ;UN    ;17,40
20157;JOELHO, PVC SERIE R, 90 GRAUS, DN 100 MM, PARA ESGOTO PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                             ;UN    ;19,53
20158;JOELHO, PVC SERIE R, 90 GRAUS, DN 150 MM, PARA ESGOTO PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                             ;UN    ;77,57
20154;JOELHO, PVC SERIE R, 90 GRAUS, DN 40 MM, PARA ESGOTO PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                              ;UN    ;3,96
20155;JOELHO, PVC SERIE R, 90 GRAUS, DN 50 MM, PARA ESGOTO PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                              ;UN    ;6,03
20156;JOELHO, PVC SERIE R, 90 GRAUS, DN 75 MM, PARA ESGOTO PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                              ;UN    ;16,94
3499;JOELHO, PVC SOLDAVEL, 45 GRAUS, 20 MM, COR MARROM, PARA AGUA FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                 ;UN    ;1,07
3500;JOELHO, PVC SOLDAVEL, 45 GRAUS, 25 MM, COR MARROM, PARA AGUA FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                 ;UN    ;1,42
3501;JOELHO, PVC SOLDAVEL, 45 GRAUS, 32 MM, COR MARROM, PARA AGUA FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                 ;UN    ;3,91
3502;JOELHO, PVC SOLDAVEL, 45 GRAUS, 40 MM, COR MARROM, PARA AGUA FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                 ;UN    ;5,62
3503;JOELHO, PVC SOLDAVEL, 45 GRAUS, 50 MM, COR MARROM, PARA AGUA FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                 ;UN    ;7,06
3477;JOELHO, PVC SOLDAVEL, 45 GRAUS, 60 MM, COR MARROM, PARA AGUA FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                 ;UN    ;25,67
3478;JOELHO, PVC SOLDAVEL, 45 GRAUS, 75 MM, COR MARROM, PARA AGUA FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                 ;UN    ;61,56
3525;JOELHO, PVC SOLDAVEL, 45 GRAUS, 85 MM, COR MARROM, PARA AGUA FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                 ;UN    ;75,97
3511;JOELHO, PVC SOLDAVEL, 90 GRAUS, 75 MM, COR MARROM, PARA AGUA FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                 ;UN    ;80,58
12032;JOGO DE TRANQUETA E ROSETA QUADRADA DE SOBREPOR SEM FUROS, EM LATAO CROMADO, *50 X 50* MM, PARA FECHADURA DE PORTA DE BANHEIRO                                                                                                                                                                                                                                                                                                                                                                            ;JG    ;62,94
12030;JOGO DE TRANQUETA E ROSETA REDONDA DE SOBREPOR SEM FUROS, EM LATAO CROMADO, DIAMETRO *50* MM, PARA FECHADURA DE PORTA DE BANHEIRO                                                                                                                                                                                                                                                                                                                                                                         ;JG    ;59,14
10908;JUNCAO DE REDUCAO INVERTIDA, PVC SOLDAVEL, 100 X 50 MM, SERIE NORMAL PARA ESGOTO PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                  ;UN    ;19,20
10909;JUNCAO DE REDUCAO INVERTIDA, PVC SOLDAVEL, 100 X 75 MM, SERIE NORMAL PARA ESGOTO PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                  ;UN    ;22,34
3669;JUNCAO DE REDUCAO INVERTIDA, PVC SOLDAVEL, 75 X 50 MM, SERIE NORMAL PARA ESGOTO PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                   ;UN    ;13,72
20139;JUNCAO DUPLA, PVC SERIE R, DN 100 X 100 X 100 MM, PARA ESGOTO PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                     ;UN    ;118,01
3668;JUNCAO DUPLA, PVC SOLDAVEL, DN 100 X 100 X 100 MM, SERIE NORMAL PARA ESGOTO PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                       ;UN    ;42,15
10911;JUNCAO INVERTIDA, PVC SOLDAVEL, 75 X 75 MM, SERIE NORMAL PARA ESGOTO PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                              ;UN    ;18,48
3659;JUNCAO SIMPLES DE REDUCAO, PVC, DN 100 X 50 MM, SERIE NORMAL PARA ESGOTO PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                          ;UN    ;18,83
3660;JUNCAO SIMPLES DE REDUCAO, PVC, DN 100 X 75 MM, SERIE NORMAL PARA ESGOTO PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                          ;UN    ;24,35
20144;JUNCAO SIMPLES, PVC SERIE R, DN 100 X 100 MM, PARA ESGOTO PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                         ;UN    ;54,52
20143;JUNCAO SIMPLES, PVC SERIE R, DN 100 X 75 MM, PARA ESGOTO PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                          ;UN    ;69,76
20145;JUNCAO SIMPLES, PVC SERIE R, DN 150 X 100 MM, PARA ESGOTO PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                         ;UN    ;134,56
20146;JUNCAO SIMPLES, PVC SERIE R, DN 150 X 150 MM, PARA ESGOTO PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                         ;UN    ;183,95
20140;JUNCAO SIMPLES, PVC SERIE R, DN 40 X 40 MM, PARA ESGOTO PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                           ;UN    ;8,63
